premise,hypothesis,label
Football fans cheering for their team.,Football fans are cheering for their team after they scored an extra point.,1
People walking up and down stairs.,People are only on the elevator.,2
People walking up and down stairs.,People are holding hands as they walk up and down the stairs.,1
Three men in an art gallery posing for the camera.,Men are nearby in the art gallery. ,0
Three men in an art gallery posing for the camera.,No men are standing nearby.,2
Three men climb a natural waterfall rock face.,Three men climb rocks.,0
Three men climb a natural waterfall rock face.,Three men climb stairs in the summer.,2
One woman is being carried behind three people who are walking on path.,A woman is being carried by three hikers down the path.,0
One woman is being carried behind three people who are walking on path.,A white woman is being carried by three hikers down the path.,1
The lady is watching something she does not like.,Several ladies do not like what they see.,1
The lady is watching something she does not like.,The lady likes what she sees.,2
"A boy preparing to kick a ball, wearing a blue uniform.",A boy is preparing to kick a ball to his teammate.,1
"A boy preparing to kick a ball, wearing a blue uniform.",A boy is about to kick a ball.,0
Two children are playing with a soccer ball on grass.,A soccer ball is being played with by a couple kids on a sunny day.,1
Two children are playing with a soccer ball on grass.,A soccer ball is being played with by no one.,2
An old woman in a cowboy hat smokes a cigarette.,The old lady is wearing a cowboy hat.,0
An old woman in a cowboy hat smokes a cigarette.,The old lady is tall.,1
A black dog is running through a swampy area with tall reeds.,The dog runs through the swamp.,0
A black dog is running through a swampy area with tall reeds.,The Black Lab is running through the swamp.,1
Many covered bicycle drivers lined up.,People in cars form a line.,2
Many covered bicycle drivers lined up.,People on bikes form a twisting line.,1
A man in a green kilt is relaxing on the sofa.,A man is relaxing on a sofa,0
A man in a green kilt is relaxing on the sofa.,A man is relaxing on the ground,2
Two white dogs walking in the snow.,Two dogs in the snow are leading a sledge.,1
Two white dogs walking in the snow.,Two dogs on the beach.,2
Two women dressed in animal prints are playing percussion instruments.,The women are playing heavy instruments.,1
Two women dressed in animal prints are playing percussion instruments.,The women are playing only video games.,2
A man with a red shirt and white shorts is walking near a man with a white shirt and black pants down a busy street.,Two men are sitting in a cafe.,2
A man with a red shirt and white shorts is walking near a man with a white shirt and black pants down a busy street.,Two men are walking to work down a busy street.,0
Two men are playing soccer.,The men are playing soccer.,0
Two men are playing soccer.,The men are on the plane.,2
A little white and brown dog runs through brown grass.,The dog running is tiny.,0
A little white and brown dog runs through brown grass.,The dog is chasing a toy.,1
Two women sitting at a table in a restaurant.,People sitting down outside.,2
Two women sitting at a table in a restaurant.,People sitting down to eat.,1
Cheerleaders have made three people pyramids.,Humans have made three people pyramids.,0
Cheerleaders have made three people pyramids.,Female cheerleaders have made three people pyramids.,1
A bird splashing in a puddle,The squirrel is playing with another squirrel.,2
A bird splashing in a puddle,The bird is playing in a puddle.,0
A child is running away from a plastic pool and an adult on a rural setting.,A baby is asleep in a crib near them. ,1
A child is running away from a plastic pool and an adult on a rural setting.,A child is awake in a village.,0
A young boy with dark hair plays an acoustic guitar.,A child is holding an insect.,2
A young boy with dark hair plays an acoustic guitar.,A child is holding his favorite instrument.,1
Two people playing with a volleyball in a pool.,Two people are having fun in water.,1
Two people playing with a volleyball in a pool.,A couple people play with a ball in the water.,0
Two lab scientists look in a book to discover what is under the microscope.,two scientists are using a microscope.,0
Two lab scientists look in a book to discover what is under the microscope.,two scientists are not using a microscope.,2
A man wearing all black with a cap on his head is spearing something on a wall.,There is a man wearing cream clothing.,2
A man wearing all black with a cap on his head is spearing something on a wall.,Ther is a mysterious man wearing all black clothing.,1
A woman in a white shirt is sitting at a table in a nice restaurant.,the woman is sitted at her favorite table.,1
A woman in a white shirt is sitting at a table in a nice restaurant.,the woman is standing.,2
A child plays with a water gun in a pool.,A child playing in the sand with a water gun.,2
A child plays with a water gun in a pool.,A child playing in a pool with a water gun.,0
A man sits in front of his laptop.,A man is sitting.,0
A man sits in front of his laptop.,A man is sitting upright.,1
A brown dog carries a multiple colored toy in the grass.,A dog is playing on grass,0
A brown dog carries a multiple colored toy in the grass.,A dog is playing fetch,1
A man with black hair and glasses is talking into a microphone.,A man with black hair and glasses talks to himself in the microphone.,1
A man with black hair and glasses is talking into a microphone.,A man with black hair and glasses talks in the microphone.,0
A couple sitting together at a small circular table in an older looking rustic building.,There are two people near a building and eating lunch.,1
A couple sitting together at a small circular table in an older looking rustic building.,There are two people near a  bus.,2
The guy wearing sunglasses and a hat is singing into a microphone.,The guy is singing an original song.,1
The guy wearing sunglasses and a hat is singing into a microphone.,The gal is singing.,2
This picture depicts looking up at a rock climber.,A rock climber is high on a mountain.,1
This picture depicts looking up at a rock climber.,A rock climber is underwater.,2
An aged woman is looking into the camera while the inside of her hut is shown.,An aged woman in a hut is looking into a camera.,0
An aged woman is looking into the camera while the inside of her hut is shown.,A woman outside a hut looks into a camera.,2
"A man wearing a colorful wetsuit, line surfs on a deep blue body of water.",A man is laying in bed.,2
"A man wearing a colorful wetsuit, line surfs on a deep blue body of water.",A man is doing something amusing in the water.,1
A woman off her bike looking at the area.,The woman didn't stop to look at the area.,2
A woman off her bike looking at the area.,The woman was looking at the area.,0
Group of people outside in the city videotaping a show.,People are videotaping a show outside.,0
Group of people outside in the city videotaping a show.,People are videotaping a comedy show outside.,1
"A man with a beard sleeps in a chair, computer banks behind him.",A man dances in front of computers.,2
"A man with a beard sleeps in a chair, computer banks behind him.",A man sleeps in front of top secret computers.,1
A smiling man on a horse in front of brush and woods.,A man spends a day at the veterinarian  with his horse.,2
A smiling man on a horse in front of brush and woods.,A man enjoys time with his horse.,0
"A man in jeans, a t-shirt, and a baseball cap is lying down on a wooden floor.",There is a man lying on the dirt.,2
"A man in jeans, a t-shirt, and a baseball cap is lying down on a wooden floor.",There is a man lying on the floor in a cabin.,1
Two asian females go walking.,Two people are walking to church,1
Two asian females go walking.,Two people are sleeping.,2
The lady is dressed in white.,A woman is wearing pink.,2
The lady is dressed in white.,A woman is wearing white.,0
A young girl is kicking a soccer ball in the grass.,A girl is playing soccer,0
A young girl is kicking a soccer ball in the grass.,A girl is playing basketball with a friend,2
A man covered with a red shirt and wearing sunglasses is relaxing on a porch with a newspaper.,A man is dancing on a porch with a newspaper since there is no power supply.,2
A man covered with a red shirt and wearing sunglasses is relaxing on a porch with a newspaper.,A man is relaxing on a porch with a newspaper.,0
"Young men and women sit at a wooden table on which several partially-drunk beverages have been placed; the picture is interrupted by an outstretched hand, colored green in the odd light of the wood-paneled interior.",Young men and women are at a wooden table drinking beverages.,0
"Young men and women sit at a wooden table on which several partially-drunk beverages have been placed; the picture is interrupted by an outstretched hand, colored green in the odd light of the wood-paneled interior.",Young men and women are at a wooden table drinking vodka.,1
This is a young girl in the grass at a park posing for the camera.,The park was a nice backdrop for a woman taking pictures.,0
This is a young girl in the grass at a park posing for the camera.,No cameras were allowed anywhere at the park.,1
Female basketball players competing to win.,The girls are playing a game.,1
Female basketball players competing to win.,The girls are playing basketball.,0
A construction worker leaning against a post.,A construction worker is leaning on a lamp post.,1
A construction worker leaning against a post.,A construction worker is leaning on a post.,0
A small girl dressed in a white smock with pink balloons is holding a candle lantern.,The child is holding a lantern.,0
A small girl dressed in a white smock with pink balloons is holding a candle lantern.,The child is holding a pink lantern.,1
Train operator on a stopped train.,A man is operating a train at high speed.,2
Train operator on a stopped train.,A man is operating a train.,0
Two children smiling and sitting on grass.,Two children are sitting in the park.,1
Two children smiling and sitting on grass.,Two children are sitting in the grass.,0
A baby girl looking at a black and white cat while holding a toy.,The girl is looking at a dog.,2
A baby girl looking at a black and white cat while holding a toy.,The girl is holding a toy.,0
A man in a blue shirt smiles at a baby he's carrying in a sling.,The man is wearing a t-shirt.,1
A man in a blue shirt smiles at a baby he's carrying in a sling.,The man is wearing a red shirt.,2
A man with parted hair and wearing glasses is seated outdoors on a bench where he is reading.,A man wearing glasses is checking his email on his phone.,2
A man with parted hair and wearing glasses is seated outdoors on a bench where he is reading.,A man wearing glasses reads a non-fiction book on an outdoor bench.,1
Two dogs run down the road.,The animals are running after food.,1
Two dogs run down the road.,The children are running.,2
A young child wearing a bright orange shirt hiding behind a snow fort.,The young child is in the sand.,2
A young child wearing a bright orange shirt hiding behind a snow fort.,The young man is in the snow.,1
Young boy flying a toy airplane in an open field of hay.,The little boy was flying his friend's toy airplane in the open field.,1
Young boy flying a toy airplane in an open field of hay.,The little boy was flying his toy airplane in an airport hanger.,2
A little girl holding a camera.,The girl has an HD camera.,1
A little girl holding a camera.,The girl has a banana.,2
A young woman wearing a blue button shirt over a white shirt holds a microphone in her right hand.,A young woman holding a book.,2
A young woman wearing a blue button shirt over a white shirt holds a microphone in her right hand.,A young woman holding a microphone.,0
A older man holds an object and is looking at two young girls that sit across from him at a table that is outside.,A group rests at a dinner table.,1
A older man holds an object and is looking at two young girls that sit across from him at a table that is outside.,A group rests at a pool.,2
"A man striking a pose as one man with a bike, and another man in the background watch.",A man is on the sidewalk while a man stops to watch.,1
"A man striking a pose as one man with a bike, and another man in the background watch.",A man is near another a man.,0
Two people sitting in hats and shades.,Two people wear protective clothing to protect themselves from the sun.,1
Two people sitting in hats and shades.,The two people have on hats and shades.,0
one male and one female playing instruments in the street.,The two people are in the busy street.,1
one male and one female playing instruments in the street.,The two people are in the street.,0
There are two teams competing in a women's volleyball game.,Many women are playing a beach volleyball match.,1
There are two teams competing in a women's volleyball game.,Many women are playing a tennis match.,2
A surfboard is shown gliding through the water with a person standing on it.,A person is stnding on a surfboard.,0
A surfboard is shown gliding through the water with a person standing on it.,A person is gliding on  a hang glider.,2
Three men in casual dress sitting on a stone wall with one more standing near.,There men are sitting or standing by the wall.,0
Three men in casual dress sitting on a stone wall with one more standing near.,The men are regrouping.,1
Two boys throw bowling balls down lane.,Two boys are skating with two girls.,2
Two boys throw bowling balls down lane.,Two boys are bowling.,0
A man in a wetsuit rides a surfboard on a wave with a bright sun and blue sky in the background.,The man is indoors.,2
A man in a wetsuit rides a surfboard on a wave with a bright sun and blue sky in the background.,The man is outdoors.,0
Female sign holders take refuge under umbrellas during a rainstorm.,A group of people are protesting.,1
Female sign holders take refuge under umbrellas during a rainstorm.,A group of people are outdoors.,0
A girl in a mostly navy blue uniform is playing baseball.,A girl plays baseball in a uniform.,0
A girl in a mostly navy blue uniform is playing baseball.,All the girls are wearing mostly navy uniforms.,1
A group of men in safety suits are on a boat near a bridge.,The boat is near a bridge.,0
A group of men in safety suits are on a boat near a bridge.,Men in orange suits are on a boat.,1
A band is performing in front of an audience.,No one is playing music.,2
A band is performing in front of an audience.,The people are playing jazz music.,1
An Asian couple are getting married while four people spectate.,The couple is dressed in wedding attire.,0
An Asian couple are getting married while four people spectate.,The couple is dressed in funeral attire.,2
A girl in a mostly navy blue uniform is playing baseball.,An officer in mostly navy blue is playing baseball.,1
A girl in a mostly navy blue uniform is playing baseball.,No girl in mostly navy blue is playing baseball.,2
Two people standing on stone stairs.,Some humans sitting,2
Two people standing on stone stairs.,Some teachers standing,1
One of the members of KISS playing a white electric guitar in front of a black background.,A janitor with KISS hospital is using their musical skills.,2
One of the members of KISS playing a white electric guitar in front of a black background.,A musician with the most loved rock group is using their musical skills.,1
A man is helping someone put on a fancy robe.,A man is putting on a fancy robe so he can go out to dinner in style.,2
A man is helping someone put on a fancy robe.,A man is helping someone else to put on a fancy robe.,0
A dog carries a large stick in its mouth over the grass.,An animal is carrying something indoors.,2
A dog carries a large stick in its mouth over the grass.,A cat  is carrying something outdoors.,1
A man in a dark shirt and glasses holds a microphone.,There is a woman wearing glasses.,2
A man in a dark shirt and glasses holds a microphone.,There is a male wearing red glasses.,1
"A soccer player numbered 24, wearing a yellow shirt, blue shorts, and blue socks, takes to the vibrant green field.",A Colombian soccer player is wearing the number 24.,1
"A soccer player numbered 24, wearing a yellow shirt, blue shorts, and blue socks, takes to the vibrant green field.",A soccer player is wearing the number 23.,2
Dogs race each other on a muddy track.,The track is paved.,2
Dogs race each other on a muddy track.,The race has people betting on it.,1
Two men hiking in the snowy wilderness.,Its a pleasurable activity.,0
Two men hiking in the snowy wilderness.,Its a miserable activity.,2
The girl in the white dress is paying her bill at the counter.,The woman is paying her bill.,0
The girl in the white dress is paying her bill at the counter.,The man wants to pay her bill quickly.,2
A ballerina in a black leotard leaps through the air.,A cripple jumps through the air.,2
A ballerina in a black leotard leaps through the air.,A dancer jumps through the air.,0
A man and his dog are grilling green beans on a grill.,A man is grilling with his puppy beside him.,1
A man and his dog are grilling green beans on a grill.,A man is grilling with his cat beside him.,2
Six children are wearing burlap sacks and having a potato sack race.,Six children are at a park.,1
Six children are wearing burlap sacks and having a potato sack race.,Six children are racing.,0
Little boy runs the wrong way after hitting the ball in a game of tee ball.,The little boy hit a home run.,1
Little boy runs the wrong way after hitting the ball in a game of tee ball.,The little boy ran the wrong way.,0
A man and a woman waiting to cross the road.,Two people waiting to cross the busy road.,1
A man and a woman waiting to cross the road.,Two people waiting to cross the road.,0
1 man singing and 1 man playing a saxophone in a concert.,A man sleeps and another man plays a tuba.,2
1 man singing and 1 man playing a saxophone in a concert.,A man sings and another man plays a saxophone.,0
Two men talk on the street.,Two men are on the grass.,2
Two men talk on the street.,Two men are talking.,0
A little girl in a dress and boots is holding a lolly pop and posing next to a fence.,A little girl is posing near a chained fence.,1
A little girl in a dress and boots is holding a lolly pop and posing next to a fence.,A little girl is posing near a river.,2
Runners are photographed as onlookers watch and take pictures of a Run for Haiti.,People are participating in a running event for cancer research.,1
Runners are photographed as onlookers watch and take pictures of a Run for Haiti.,People are participating in a running event for a bad cause.,2
The two men calmly paddled the long boat in the sunset by the beach.,The two brothers are paddling their boat and looking at the sunset.,1
The two men calmly paddled the long boat in the sunset by the beach.,The men are rowing their boat.,0
A toddler being helped out of a pool.,The youngster being helped out of the pool,0
A toddler being helped out of a pool.,The man is being helped out of the pool.,2
"A man in a safety vest and black hat wearing rubber gloves is crouched down on a corner of an intersection, doing something with a stick.",The man is in the corner of an intersection.,0
"A man in a safety vest and black hat wearing rubber gloves is crouched down on a corner of an intersection, doing something with a stick.",The man is wearing a black baseball cap.,1
A child in blue and yellow clothing is clinging to playground equipment with an adult nearby.,There was a child on the playground.,0
A child in blue and yellow clothing is clinging to playground equipment with an adult nearby.,The child's mother is nearby.,1
A man wearing a cap peeling a banana.,The man is holding meat.,2
A man wearing a cap peeling a banana.,The man is holding a tasty fruit.,1
A young woman stoops to feed a small dog on a brick-paved street.,A young woman feeds a dog.,0
A young woman stoops to feed a small dog on a brick-paved street.,A young woman feeds a homeless cat.,2
A little boy is crying on a playground and a little is riding a toy bike.,There are two children in this picture playing soccer.,2
A little boy is crying on a playground and a little is riding a toy bike.,There are two  chinese children in this picture.,1
An Asian woman in an orange and white shirt working a line.,A woman in orange is working.,0
An Asian woman in an orange and white shirt working a line.,A Chinese woman in orange is working.,1
A man is slightly jumping in the air while holding a tennis racket.,A man jumps in the air with a racquetball racket.,2
A man is slightly jumping in the air while holding a tennis racket.,A man jumps in the air with a black tennis racket.,1
A young man in a yellow and orange bathing suit squatting on a rocky protuberance overlooking the water.,A man is squatting near water.,0
A young man in a yellow and orange bathing suit squatting on a rocky protuberance overlooking the water.,A man is squatting near the ocean.,1
Many people stand with their hands raised.,they are all people,0
Many people stand with their hands raised.,they are all asking questions,1
A woman is waiting alone outside while a bird walks behind her.,There is a man alone inside.,2
A woman is waiting alone outside while a bird walks behind her.,There is an amish woman alone outside.,1
a blond girl in a white dress holding a bird in a tree.,A lady is wearing a dress holding a bird in a tree.,0
a blond girl in a white dress holding a bird in a tree.,A lady is wearing a dress holding a koala in a tree.,2
A yellow backhoe digging dirt and rocks in a field by a road.,A backhoe is digging only rocks.,2
A yellow backhoe digging dirt and rocks in a field by a road.,A backhoe is digging dirt.,0
A toddler is riding a plastic scooter.,A large child is playing on his toy.,1
A toddler is riding a plastic scooter.,A teenager is playing on his toy.,2
People sitting on the street curb watching the passersby.,People are sitting on a curb,0
People sitting on the street curb watching the passersby.,People are sitting and eating lunch,1
An African american is looking at his phone.,An African American is checking his phone.,0
An African american is looking at his phone.,An African American boy is checking his phone.,1
A man with a silver watch is pouring cream into a coffee.,The watch is silver.,0
A man with a silver watch is pouring cream into a coffee.,The watch is only gold.,2
A boy points.,The boy never pointed.,2
A boy points.,The boy pointed at a man.,1
Four bearded men sitting in a restaurant smile at the camera.,The bearded men are sitting in the restaurant.,0
Four bearded men sitting in a restaurant smile at the camera.,The bearded men are the only ones in the restaurant.,1
A little boy is smiling as he splashes in some water and sits inside a couple of red and blue floating devices.,A boy is playing with rocks.,2
A little boy is smiling as he splashes in some water and sits inside a couple of red and blue floating devices.,A boy is playing with ocean water.,1
Two female children are in a bath together.,the girls are wet,0
Two female children are in a bath together.,the girls are dry,2
the tennis player wearing white hits the tennis ball.,The player wearing a white backhands the tennis ball.,1
the tennis player wearing white hits the tennis ball.,The player wearing blue hits the tennis ball.,2
Pitcher in a baseball game wearing a white 34 uniform getting ready to throw the ball.,The star pitcher playing baseball was ready to throw the ball.,1
Pitcher in a baseball game wearing a white 34 uniform getting ready to throw the ball.,The catcher playing baseball was ready to throw the ball.,2
A muscular man with a multicolored mohawk shows off his physique.,A muscular man who is bald shows off his body.,2
A muscular man with a multicolored mohawk shows off his physique.,A muscular man in a mohawk shows off his body.,0
A woman and two men wearing black jackets.,Two people wear brown.,2
A woman and two men wearing black jackets.,More than one person wears black.,0
A little boy in blue is running through a pile of brown leaves.,boy playing in the snow.,2
A little boy in blue is running through a pile of brown leaves.,boy playing in the leaves.,0
Man wearing a black and red striped shirt taking a photo next to a lion statue.,The man is posing next to a statue of a penguin.,2
Man wearing a black and red striped shirt taking a photo next to a lion statue.,The man is posing next to a lion statue.,0
"A man with a beard, wearing a red shirt with gray sleeves and work gloves, pulling on a rope.",no men with a beard are pulling a rope.,2
"A man with a beard, wearing a red shirt with gray sleeves and work gloves, pulling on a rope.",a man is pulling a rope.,0
Three men on a scaffold erected outside a building.,The men are outside.,0
Three men on a scaffold erected outside a building.,The men are friends.,1
A person wearing something gray while fixing a yellow and gray wall.,A carpenter is working on a wall.,1
A person wearing something gray while fixing a yellow and gray wall.,No one is working on a wall.,2
A man wearing a blue shirt and black pants is working on an unfinished tile roof of a building.,A man in blue shirt and black pants working to repair the roof.,1
A man wearing a blue shirt and black pants is working on an unfinished tile roof of a building.,A man in blue shirt and black pants working on the roof.,0
A child enjoys splashing water.,A child is splashing water.,0
A child enjoys splashing water.,A laughing child is splashing water.,1
"A woman with brown hair is being lifted from her brown seat after being dunked in the water, with people looking on.",A woman is participating in an eating contest,2
"A woman with brown hair is being lifted from her brown seat after being dunked in the water, with people looking on.",A woman is participating in a charity dunk tank activity,1
A group of students dressed in sweatshirts and jackets head towards the right.,A kindergarten class is walking to the left.,2
A group of students dressed in sweatshirts and jackets head towards the right.,A group who attend class is heading somewhere.,0
An oriental woman is handling a tray of fruit and smiling while surrounded by an array of similar trays of fruit in a colorful display.,"A woman is carrying some unripe fruit on a tray, surrounded by a display of fruit",1
An oriental woman is handling a tray of fruit and smiling while surrounded by an array of similar trays of fruit in a colorful display.,"A woman is carrying some fruit on a tray, surrounded by a display of flowers",2
A woman is completing a picture of a young woman.,There is a woman making a picture.,0
A woman is completing a picture of a young woman.,There is woman making nice food for no reason.,2
A man in a blue jacket lifts a child dressed in red out boat crowded with people,A large man lifts a child from the boat.,1
A man in a blue jacket lifts a child dressed in red out boat crowded with people,A man lifts a child from the car.,2
A man is making his girlfriend laugh by playing with his nose.,The girlfriend is laughing because her boyfriend is playing with his nose.,0
A man is making his girlfriend laugh by playing with his nose.,The girlfriend is laughing because her boyfriend is not playing with his nose.,2
Two asian women preparing food while a young man watches.,A white woman prepares food for a man.,2
Two asian women preparing food while a young man watches.,A couple asian women cook food in front of a man.,0
An army man uses his binoculars to see into the distance.,There is a man using binoculars,0
An army man uses his binoculars to see into the distance.,There is a dressed man using binoculars,1
The two friends are laughing and having a good time.,Two comic people are laughing.,1
The two friends are laughing and having a good time.,Three kids are frowning.,2
A singer and her band are performing on stage in a club.,An all female band is performing in the club.,1
A singer and her band are performing on stage in a club.,A band is performing in the club,0
man wearing blue shirt and vest sewing gray piece of fabric,A man is eating some fabric.,2
man wearing blue shirt and vest sewing gray piece of fabric,A man is some tartan something.,1
A child is enjoying the ducks on a fall day.,A child is playing with ducks on Halloween.,1
A child is enjoying the ducks on a fall day.,The child is enjoying the ducks on a summer day.,2
The surfer does a flip off of a wave.,A person is surfing.,0
The surfer does a flip off of a wave.,A person is surfing off Florida.,1
A medical team is performing a surgery.,No one is performing surgery.,2
A medical team is performing a surgery.,Surgery is being performed.,0
The person on the bicycle is wearing red.,Person riding bicycle,0
The person on the bicycle is wearing red.,Man riding tricycle,1
"A man in a safety vest and black hat wearing rubber gloves is crouched down on a corner of an intersection, doing something with a stick.",A woman is poking a dead animal with a stick.,2
"A man in a safety vest and black hat wearing rubber gloves is crouched down on a corner of an intersection, doing something with a stick.",A man is dressed in a way to be as safe as possible.,0
"A cowboy is participating in the bull riding competition at a rodeo, with the two other people in the rodeo area with him, and three spectators.",A cowboy is on a bull,1
"A cowboy is participating in the bull riding competition at a rodeo, with the two other people in the rodeo area with him, and three spectators.",A cowboy rides a bull for a competition with two other people and three spectators.,0
"Women of African origin are colecting water at common water tap, near wire fence.",Blacks are thirsty.,1
"Women of African origin are colecting water at common water tap, near wire fence.",Blacks are getting food.,2
A little boy in a black shirt is leaning away from a water fountain.,A boy in a black shirt is leaning away from a water fountain after tossing in a penny.,1
A little boy in a black shirt is leaning away from a water fountain.,A boy in a black shirt is leaning away from a water fountain.,0
A man in a black t-shirt jogs as others go about their day.,A man wearing a black shirt is jogging.,0
A man in a black t-shirt jogs as others go about their day.,"A man is jogging with a group of people in the city,",1
A female athlete in crimson top and dark blue shorts is running on the street.,A woman is running.,0
A female athlete in crimson top and dark blue shorts is running on the street.,A woman owns a white couch.,1
Children being show how things work.,The children are resting.,2
Children being show how things work.,The children are touring the factory.,0
"Only the letters ""AND"" are clearly visible as the little boy in the red shirt leans out the window below.",Every person in the frame is handsome.,1
"Only the letters ""AND"" are clearly visible as the little boy in the red shirt leans out the window below.",Every person in the frame is masculine.,0
"There is a group of people, and a mother putting hearing protection in her son's ears out in a field by and electrical tower.",A group of people are in the field.,0
"There is a group of people, and a mother putting hearing protection in her son's ears out in a field by and electrical tower.",A group of people each have hearing protection.,1
A man and a woman walk through the street during a parade.,Two people are walking through a corn field.,2
A man and a woman walk through the street during a parade.,Two people are dancing on a float.,1
A black and white dog looking up.,The cat is looking at the ball in the air.,2
A black and white dog looking up.,The dog is looking  in the air.,0
a nice contested catch during an ultimate Frisbee game.,They were playing golf.,2
a nice contested catch during an ultimate Frisbee game.,The team's uniform is green.,1
A group of people are laying in the grass under an umbrella.,People laying in the grass sunbathing.,2
A group of people are laying in the grass under an umbrella.,People laying in the grass under an umbrella.,0
Man in all white clothing washing the windows on the outside of a chinese restaurant.,The restaurant's windows are being cleaned using the cheapest industrial cleaner the company could afford.,1
Man in all white clothing washing the windows on the outside of a chinese restaurant.,The restaurant's windows are being broken by thugs.,2
A man wearing a camouflage hat and sunglasses reading a book on a black metal bench.,The man is reading a book on the bench and eating tuna.,1
A man wearing a camouflage hat and sunglasses reading a book on a black metal bench.,The man is reading a book on the plane.,2
"Crowds of people walking down street, couple in foreground with umbrella.",A couple stands together under an umbrella holding hands.,1
"Crowds of people walking down street, couple in foreground with umbrella.",A couple stands together under a bridge.,2
A man in a white t-shirt is about to dunk a basketball through a net-less hoop.,A teammate cheers the man playing with a basketball.,1
A man in a white t-shirt is about to dunk a basketball through a net-less hoop.,A man is not playing with a basketball.,2
A boy with a yellow shirt and light brown shorts is posing with a long dipping spoon in each hand.,The boy is wearing a bright colored shirt.,1
A boy with a yellow shirt and light brown shorts is posing with a long dipping spoon in each hand.,The boy is wearing a black shirt.,2
A young boy sitting on a blue toilet.,A child crying on a toilet.,1
A young boy sitting on a blue toilet.,An old man sitting on a toilet.,2
Two women undressing and frolicking in the water.,The women are enemies.,2
Two women undressing and frolicking in the water.,The women are naked and playing in the water.,0
man with apron sitting at a table outside a store and another man walking with a luggage.,A tall man in an apron sitting near another man.,1
man with apron sitting at a table outside a store and another man walking with a luggage.,A woman in an dress sitting near another man.,2
The two hockey players are down on the ice.,The players are getting ready for a game of polo.,2
The two hockey players are down on the ice.,The players have their skates on.,0
A child getting out of the car wearing soccer shoes.,A child stepped out of the van with shoes on their feet.,1
A child getting out of the car wearing soccer shoes.,A child stepped out of the building with shoes on their feet.,2
A standing man holds a microphone in front of a man holding a guitar.,A man is holding a wireless microphone with another man.,1
A standing man holds a microphone in front of a man holding a guitar.,A man is holding a sandwich with another man.,2
A man sitting on the left near a man walking along the side of a street with colorful buildings.,Two men were seen near each other by the colorful buildings.,0
A man sitting on the left near a man walking along the side of a street with colorful buildings.,Both men were sitting.,2
Five people are paddling a kayak in the ocean with the city behind them.,A group of people are kayaking.,0
Five people are paddling a kayak in the ocean with the city behind them.,A group of friends are skiing away from the city.,2
Two ladies are walking across the street laughing.,Two women are moving across the river.,2
Two ladies are walking across the street laughing.,Two women are moving across the busy street.,1
Two children run through a sprinkler.,Dogs enjoying a sprinkler.,2
Two children run through a sprinkler.,Children enjoying a holiday.,1
Solders in a marching parade standing still at attention.,The soldiers are standing still.,0
Solders in a marching parade standing still at attention.,The soldiers are standing still and talking to each other.,1
Several farmers bent over working on the fields while lady with a baby and four other children accompany them.,The lady has many fat children.,1
Several farmers bent over working on the fields while lady with a baby and four other children accompany them.,The lady has many children.,0
Man working on a sculpture.,A man works at his sculpture.,0
Man working on a sculpture.,A man sits at a table sculpting something.,1
A man in a blue shirt is dancing with a female in a white dress.,The man and women are singing.,2
A man in a blue shirt is dancing with a female in a white dress.,The elderly man and elderly women are dancing.,1
Young people are standing in the store.,Young people are in a store.,0
Young people are standing in the store.,Young people have left the store.,2
Woman wearing a blue shirt holding some plants.,The woman is starting a garden.,1
Woman wearing a blue shirt holding some plants.,The woman is holding plants.,0
Soccer player kneeling down to tie her shoe.,The football player ties her shoe.,0
Soccer player kneeling down to tie her shoe.,The football player leaves her shoe untied.,1
"Young boy wearing waders standing on a dock fishing, other people are in the background.",A boy fishes on an empty dock.,2
"Young boy wearing waders standing on a dock fishing, other people are in the background.",A boy fishes on a dock.,0
A woman holding a water bottle is running on the beach.,A woman is exercising on the beach.,0
A woman holding a water bottle is running on the beach.,The women leisurely walks through the sand.,2
A vendor stands in his stall that is filled with candles.,the vendor is tired.,1
A vendor stands in his stall that is filled with candles.,the vendor is standing in his stall.,0
"Asian man and blond woman holding hands outdoors, man in background watches.",Two people are arguing outside.,2
"Asian man and blond woman holding hands outdoors, man in background watches.",The couple is in love.,1
The cyclist makes another push to try and keep his position after slowly down to round a corner.,The cyclist tries hard in his race to maintain his position.,0
The cyclist makes another push to try and keep his position after slowly down to round a corner.,The cyclist tries hard in his race to fall back from his position.,2
A person in a red and black outfit climbing the side of an icy mountain.,the medic climbs the mountain,1
A person in a red and black outfit climbing the side of an icy mountain.,No person climbs the mountain,2
People painting each others arms bright colors.,There are people brightening up each others' arms with red paint.,1
People painting each others arms bright colors.,There are people darkening each others' arms with paint.,2
Men working in the ceiling of a subway station.,The men are repairing the subway roof.,0
Men working in the ceiling of a subway station.,The men aren't repairing the subway roof.,2
Three men in a small boat are being lowered toward the water.,Three men prepare to search for water in the desert.,2
Three men in a small boat are being lowered toward the water.,Three men prepare to not capsize the boat.,0
A little girl is riding in a garbage container.,A homeless child is riding in a garbage can.,1
A little girl is riding in a garbage container.,No children are playing with a garbage can.,2
A man being thrown into the air while being trampled by a bull.,A man was thrown 15 feet high,1
A man being thrown into the air while being trampled by a bull.,A man was thrown off his feet,0
"Two men sitting down inside, one of them holding an instrument case.",MEN STANDING INSIDE HOLDS AN INSTRUMENT,2
"Two men sitting down inside, one of them holding an instrument case.",MEN SITTING INSDE HOLDS A HEAVY INSTRUMENT,1
